Accuracy,Precision,Recall,F1-Score,Balanced Accuracy,Model,Parameters,Iteration
0.9634146341463414,0.9640447989917363,0.9634146341463414,0.9631978319783198,0.9623398557418658,LSTM-FCN,{},0
0.9592668024439919,0.959341187213486,0.9592668024439919,0.9587989905681462,0.955331937603716,LSTM-FCN,{},1
0.9368635437881874,0.9362277244146895,0.9368635437881874,0.9362875919508014,0.9236900845864661,LSTM-FCN,{},2
