Accuracy,Precision,Recall,F1-Score,Balanced Accuracy,Model,Parameters,Iteration
0.9898373983739838,0.9899907148600529,0.9898373983739838,0.9897829792570294,0.9880095923261392,ResNet,{},0
0.9857433808553971,0.9858095941047487,0.9857433808553971,0.9857074107990604,0.9832038035350953,ResNet,{},1
0.9877800407331976,0.9877792870208845,0.9877800407331976,0.9877580339021111,0.9856653352130326,ResNet,{},2
