Accuracy,Precision,Recall,F1-Score,Balanced Accuracy,Model,Parameters,Iteration
0.9065040650406504,0.9065383563668182,0.9065040650406504,0.9064274782575632,0.8986852346916242,TSTPlus,{},0
0.9042769857433809,0.9086024487954398,0.9042769857433809,0.9053909803715041,0.8882468467167696,TSTPlus,{},1
0.9164969450101833,0.9174792430977805,0.9164969450101833,0.9168292144043259,0.9051280545112782,TSTPlus,{},2
